Number	Name	IsActive			
722	PREVREDNOTOVALNI POSLOVNI ODHODKI V ZVEZI S STROŠKI DELA	 Da			
723	PREVREDNOTOVALNI POSLOVNI ODHODKI	 Da			
7230	PREVREDNOTOVALNI POSLOVNI ODHODKI	 Da			
724	PREVREDNOTOVALNI POSLOVNI ODHODKI V ZVEZI S KRATKOROČNIMI SREDSTVI, RAZEN FINANČNIMI NALOŽBAMI	 Da			
7240	PREVREDNOTOVALNI POSLOVNI ODHODKI V ZVEZI S KRATKOROČNIMI SREDSTVI	 Da			
7249	PREVREDNOTOVALNI POSLOVNI ODHODKI V ZVEZI S KRATKOROČNIMI SREDSTVI	 Da			
74	FINANČNI ODHODKI 	  			
740	ODHODKI IZ POSOJIL, PREJETIH OD DRUŽB V SKUPINI	 Da			
7400	ODHODKI IZ POSOJIL, PREJETIH OD DRUŽB V SKUPINI	 Da			
741	ODHODKI IZ POSOJIL, PREJETIH OD BANK	 Da			
7410	ODHODKI IZ POSOJIL, PREJETIH OD BANK	 Da			
742	ODHODKI IZ IZDANIH OBVEZNIC	 Da			
743	ODHODKI IZ DRUGIH FINANČNIH OBVEZNOSTI	 Da			
7430	ODHODKI IZ DRUGIH FINANČNIH OBVEZNOSTI	 Da			
744	ODHODKI IZ POSLOVNIH OBVEZNOSTI DO DRUŽB V SKUPINI	 Da			
745	ODHODKI IZ OBVEZNOSTI DO DOBAVITELJEV IN MENIČNIH OBVEZNOSTI	 Da			
7450	ODHODKI IZ OBVEZNOSTI DO DOBAVITELJEV IN MENIČNIH OBVEZNOSTI	 Da			
746	ODHODKI IZ DRUGIH POSLOVNIH OBVEZNOSTI	 Da			
7460	ODHODKI IZ DRUGIH POSLOVNIH OBVEZNOSTI	 Da			
7461	ODHODEK ZA NEPRAVOČASNO PLAČANE DAJATVE DRŽAVI	 Da			
747	ODHODKI IZ SREDSTEV, RAZPOREJENIH PO POŠTENI VREDNOSTI PREK POSLOVNEGA IZIDA	 Da			
7479	ODHODEK IZ OSLABITVE DOLGOROČNIH NALOŽB	 Da			
748	ODHODKI IZ OSLABITVE	 Da			
7481	ODHODKI IZ OSLABITVE FINANČNIH SREDSTEV, RAZPOLOŽLJIVIH ZA PRODAJO	 Da			
7482	ODHODKI IZ OSLABITVE POSOJIL IN FINANČNIH NALOŽB V POSESTI DO ZAPADLOSTI, MERJENIH PO ODPLAČNI VREDNOSTI	 Da			
7483	ODHODKI IZ OSLABITVE FINANČNIH V ODVISNA PODJETJA, MERJENIH PO NABAVNI VREDNOSTI	 Da			
7484	ODHODKI IZ OSLABITVE FINANČNIH NALOŽB V KAPITALSKE IN IZPELJANE INŠTRUMENTE, MERJENIH PO NABAVNI VREDNOSTI	 Da			
7489	ODHODEK IZ OSLABITVE FINANČNIH SREDSTEV	 Da			
749	ODHODKI IZ ODPRAVE PRIPOZNANJA FINANČNIH DRUŽB	 Da			
7490	ODHODKI IZ ODPRAVE PRIPOZNANJA FINANČNIH DRUŽB	 Da			
75	DRUGI  ODHODKI 	  			
750	ODHODKI IZ VREDNOTENJA  NALOŽBENIH NEPREMIČNIN PO MODELU POŠTENE VREDNOSTI	Da	  		  
751	ODHODKI IZ ODTUJITVE NALOŽBENIH NEPREMIČNIN	Da	  		  
752	DENARNE KAZNI	 Da			
7520	DENARNE KAZNI	 Da			
7521	DENARNE KAZNI	 Da			
753	ODŠKODNINE	 Da			
7530	ODŠKODNINE	 Da			
754	DONACIJE	 Da			
755	SUBVENCIJE, DOTACIJE IN PODOBNI ODHODKI, KI NISO POVEZANI S POSLOVNIMI UČINKI	 Da			
75502	IZREDNI ODHODKI OD ZAOKROŽEVANJA/IZRAVNAVE ZNESKOV V PREJETIH RAČUNIH	 Da			
75502	IZREDNI ODHODKI OD ZAOKROŽEVANJA/IZRAVNAVE ZNESKOV V PREJETIH RAČUNIH	 Da			
75503	IZREDNI ODHODKI OD ZAOKROŽEVANJA/IZRAVNAVE ZNESKOV PRI OBRAČUNU DDV	 Da			
756	DENARNE KAZNI IN ODŠKODNINE	 Da			
7560	ODHODEK IZ PRISILNE IZTERJAVE DAVKOV IN PRISPEVKOV	 Da			
758	NEGATIVNE EVRSKE IZRAVNAVE	 Da			
759	DRUGI ODHODKI	 Da			
7590	DRUGI ODHODKI	 Da			
76	POSLOVNI PRIHODKI	  			
760	PRIHODKI OD PRODAJE PROIZVODOV IN STORITEV NA DOMAČEM TRGU	 Da			
7600	PRIHODKI OD PRODAJE  PROIZVODOV NA DOMAČEM TRGU	 Da			
7601	PRIHODKI OD PRODAJE  STORITEV NA DOMAČEM TRGU	 Da			
761	PRIHODKI OD PRODAJE PROIZVODOV IN STORITEV NA TUJEM TRGU	 Da			
7610	PRIHODKI OD PRODAJE PROIZVODOV  NA TUJEM TRGU	 Da			
7611	PRIHODKI OD PRODAJE STORITEV  NA TUJEM TRGU	 Da			
7612	PRIHODKI OD PRODAJE PROIZVODOV  NA TUJEM TRGU - IZVEN EU	 Da			
7613	PRIHODKI OD PRODAJE STORITEV  NA TUJEM TRGU - IZVEN EU	 Da			
762	PRIHODKI OD PRODAJE TRGOVSKEGA BLAGA IN MATERIALA NA DOMAČEM TRGU	 Da			
7620	PRIHODEK OD PRODAJE TRGOVSKEGA  BLAGA NA DOMAČEM TRGU	 Da			
763	PRIHODKI OD PRODAJE TRGOVSKEGA BLAGA IN MATERIALA NA TUJEM TRGU	 Da			
7630	PRIHODEK OD PRODAJE TRGOVSKEGA BLAGA NA EU TRGU	 Da			
7631	PRIHODEK OD PRODAJE TRGOVSKEGA BLAGA NA TUJEM TRGU	 Da			
764	PRIHODKI IZ VREDNOTENJA BIOLOŠKIH SREDSTEV IN POSPRAVITVE KMETIJSKIH PRIDELKOV	 Da			
765	PRIHODKI OD NAJEMNIN	 Da			
7650	PRIHODKI OD NAJEMNIN	 Da			
766	PRIHODKI OD PORABE IN ODPRAVE  REZERVACIJ	 Da			
7660	PRIHODEK OD ODPRAVE REZERVACIJ	 Da			
767	PRIHODKI OD POSLOVNIH ZDRUŽITEV (PRESEŽEK IZ PREVREDNOTENJA - SLABO IME)	 Da			
768	DRUGI PRIHODKI, POVEZANI S POSLOVNIMI UČINKI (SUBVENCIJE, DOTACIJE, REGRESI, KOMPENZACIJE, PREMIJE ...)	 Da			
7680	PRIHODEK, POVEZAN S POSLOVNIMI UČINKI (SUBVENCIJE, DOTACIJE, REGRESI, KOMPENZACIJE, PREMIJE ...)	 Da			
769	PREVREDNOTOVALNI POSLOVNI PRIHODKI	 Da			
7690	PREVREDNOTOVALNI POSLOVNI PRIHODKI	 Da			
77	FINANČNI PRIHODKI	  			
770	FINANČNI PRIHODKI IZ DELEŽEV V DRUŽBAH V SKUPINI	 Da			
7700	FINANČNI PRIHODKI IZ DELEŽEV V DRUŽBAH V SKUPINI	 Da			
771	FINANČNI PRIHODKI IZ DELEŽEV V PRIDRUŽENIH DRUŽBAH IN SKUPAJ OBVLADOVANIH DRUŽBAH	 Da			
772	FINANČNI PRIHODKI IZ DELEŽEV V DRUŽBAH	 Da			
773	FINANČNI PRIHODKI IZ DRUGIH NALOŽB	 Da			
7730	FINANČNI PRIHODKI IZ DRUGIH NALOŽB	 Da			
774	FINANČNI PRIHODKI IZ POSOJIL DANIH DRUŽBAM V SKUPINI	 Da			
775	FINANČNI PRIHODKI IZ POSOJIL DANIH DRUGIM	 Da			
7750	PRIHODEK FINANČNI IZ DANIH POSOJIL  DRUGIM ( TUDI OD DEPOZITOV)	 Da			
776	FINANČNI PRIHODKI IZ POSLOVNIH TERJATEV DO DRUŽB V SKUPINI	 Da			
777	FINANČNI PRIHODKI IZ POSLOVNIH TERJATEV DO DRUGIH	 Da			
7770	FINANČNI PRIHODKI IZ POSLOVNIH TERJATEV DO DRUGIH	 Da			
778	FINANČNI PRIHODKI IZ FINANČNIH SREDSTEV, RAZPOREJENIH PO POŠTENI VREDNOSTI PREK POSLOVNEGA IZIDA	 Da			
779	FINANČNI PRIHODKI IZ RAZVELJAVITVE OSLABITVE FINANČNIH SREDSTEV	 Da			
7790	RAZVELJAVITEV OSLABITVE POSOJIL IN FINANČNIH NALOŽB V POSESTI DO ZAPADLOSTI, MERJENIH PO ODPLAČNI VREDNOSTI	 Da			
7791	RAZVELJAVITEV OSLABITVE FINANČNIH SREDSTEV, RAZPOLOŽLJIVIH ZA PRODAJO	 Da			
78	DRUGI PRIHODKI	  			
780	FINANČNI PRIHODKI IZ VREDNOTENJA NALOŽBENIH NEPREMIČNIN PO POŠTENI VREDNOSTI	 Da			
781	FINANČNI PRIHODKI IZ ODTUJITVE NALOŽBENIH NEPREMIČNIN	 Da			
784	DONACIJE	 Da			
785	SUBVENCIJE, DOTACIJE IN PODOBNI PRIHODKI, KI NISO POVEZANI S POSLOVNIMI UČINKI	 Da			
7850	SUBVENCIJE, DOTACIJE IN PODOBNI PRIHODKI, KI NISO POVEZANI S POSLOVNIMI UČINKI	 Da			
786	PREJETE ODŠKODNINE	 Da			
7860	PREJETE ODŠKODNINE	 Da			
787	PREJETE KAZNI	 Da			
7870	PREJETE KAZNI	 Da			
788	POZITIVNE EVRSKE IZRAVNAVE	 Da			
789	DRUGI PRIHODKI	 Da			
7890	DRUGI PRIHODKI	 Da			
78904	IZREDNI PRIHODKI IZ POZITIVNIH TEČAJNIH RAZLIK	 Da			
79	USREDSTVENI LASTNI PROIZVODI IN LASTNE STORITVE	  			
8	POSLOVNI IZID	  			
80	POSLOVNI IZID PRED OBDAVČITVIJO	  			
800	DOBIČEK ALI IZGUBA PRED OBDAVČITVIJO	 Da			
8000	DOBIČEK ALI IZGUBA PRED OBDAVČITVIJO	 Da			
801	UGOTOVITEV IN PRENOS DOHODKA S.P. POSAMEZNIKOV	 Da			
803	UGOTOVITEV IN PRENOS NEGATIVNEGA POSLOVNEGA IZIDA	 Da			
804	PRESEŽEK PRIHODKOV IZ PREJŠNJIH LET, NAMENJEN POKRIVANJU PRESEŽKA ODGODKOV OBRAČUNSKEGA OBDOBJA	 Da			
805	PRESEŽEK ODHODKOV IZ PREJŠNJIH LET, KI SE POKRIVA IZ PRESEŽKA PRIHODKOV OBRAČUNSKEGA OBDOBJA	 Da			
806	CELOTEN PRESEŽEK PRIHODKOV ALI CELOTNI PRESEŽEK ODHODKOV	 Da			
81	RAZPOREDITEV DOBIČKA IN CELOTNEGA PRESEŽKA PRIHODKOV	  			
810	DAVEK OD DOHODKA	 Da			
812	DRUGI DAVKI, KI NISO IZKAZANI V DRUGIH POSTAVKAH	 Da			
813	PRIHODKI (ODHODKI) IZ NASLOVA ODLOŽENEGA DAVKA	 Da			
815	ČISTI DOBIČEK POSLOVNEGA LETA	 Da			
82	RAZPOREDITEV ČISTEGA DOBIČKA POSLOVNEGA LETA OZIROMA ČISTEGA PRESEŽKA PRIHODKOV	  			
820	ČISTI DOBIČEK ZA KRITJE PRENESENIH IZGUB	 Da			
821	ČISTI DOBIČEK ZA OBLIKOVANJE ZAKONSKIH REZERV	 Da			
822	ČISTI DOBIČEK ZA OBLIKOVANJE REZERV ZA LASTNE DELNICE OZIROMA DELEŽE	 Da			
823	ČISTI DOBIČEK ZA OBLIKOVANJE STATUTARNIH REZERV	 Da			
824	ČISTI DOBIČEK ZA DRUGE REZERVE IZ DOBIČKA	 Da			
825	ČISTI PRESEŽEK PRIHODKOV ZA DOLOČEN NAMEN (SKLAD)	 Da			
829	PREOSTANEK NEUPORABLJENEGA DELA ČISTEGA DOBIČKA POSLOVNEGA LETA	 Da			
89	ČISTA IZGUBA OZIROMA ČISTI PRESEŽEK ODHODKOV IN PRENOS ČISTE IZGUBE OZIROMA ČISTEGA PRESEŽKA ODHODKOV	  			
890	IZGUBA TEKOČEGA LETA	 Da			
899	PRENOS IZGUBE TEKOČEGA LETA	 Da			
9	KAPITAL, DOLGOROČNE OBVEZNOSTI (DOLGOVI) IN DOLGOROČNE REZERVACIJE	  			
90	VPOKLICANI IN ZAČETNI KAPITAL TER USTANOVITVENE VLOGE				
900	OSNOVNI DELNIŠKI KAPITAL  NAVADNE DELNICE	Da			
901	OSNOVNI DELNIŠKI KAPITAL  PREDNOSTNE DELNICE	 Da			
902	OSNOVNI KAPITAL  KAPITALSKI DELEŽI	 Da			
9020	OSNOVNI KAPITAL  KAPITALSKI DELEŽI	 Da			
903	OSNOVNI KAPITAL  KAPITALSKA VLOGA	 Da			
9030	OSNOVNI KAPITAL  KAPITALSKA VLOGA	 Da			
905	NERAZDRUŽLJIVI ZADRUŽNI KAPITAL	 Da			
906	DELEŽI ČLANOV ZADRUGE	 Da			
907	USTANOVITVENA IN KASNEJŠE VLOGE	 Da			
909	NEVPOKLICANI KAPITAL (ODBITNA POSTAVKA)	 Da			
91	KAPITALSKE REZERVE IN PRENOSI SREDSTEV	  			
918	PRENOS STVARNEGA PREMOŽENJA MED OPRAVLJANJEM DEJAVNOSTI	 Da			
919	PRETOKI IN ODTOKI 	 Da			
9190	PRETOKI IN ODTOKI 	 Da			
92	REZERVE IZ DOBIČKA OZIROMA RAZPOREJENI ČISTI PRESEŽEK PRIHODKOV	  			
923	DRUGE REZERVE IZ DOBIČKA	 Da			
93	ČISTI DOBIČEK ALI ČISTA IZGUBA OZIROMA NERAZPOREJENI ČISTI PRESEŽEK PRIHODKOV ALI ČISTI PRESEŽEK ODHODKOV	  			
930	PRENESENI ČISTI DOBIČEK IZ PREJŠNJIH LET	 Da			
9300	PRENESENI ČISTI DOBIČEK IZ PREJŠNJIH LET	 Da			
931	PRENESENA ČISTA IZGUBA IZ PREJŠNJIH LET	 Da			
9310	PRENESENA ČISTA IZGUBA IZ PREJŠNJIH LET	 Da			
933	ČISTA IZGUBA POSLOVNEGA LETA OZIROMA ČISTI PRESEŽEK ODHODKOV	 Da			
9330	ČISTA IZGUBA POSLOVNEGA LETA OZIROMA ČISTI PRESEŽEK ODHODKOV	 Da			
935	DOHODEK S.P. POSAMEZNIKOV	 Da			
937	NEGATIVNI POSLOVNI IZID S.P. POSAMEZNIKOV	 Da			
9390	AKONTACIJA DAVKA IZ DEJAVNOSTI	 Da			
94	REVALORIZACIJSKE REZERVE	  			
940	REVALORIZACIJSKE REZERVE IZ PREVREDNOTOVANJA ZEMLJIŠČ	 Da			
941	REVALORIZACIJSKE REZERVE IZ PREVREDNOTOVANJA ZGRADB	 Da			
942	SPLOŠNI PREVREDNOTOVALNI POPRAVEK REZERV IZ DOBIČKA	 Da	  		  
943	SPLOŠNI PREVREDNOTOVALNI POPRAVEK PRENESENEGA ČISTEGA DOBIČKA IZ PREJŠNJIH LET	 Da	  		  
944	SPLOŠNI PREVREDNOTOVALNI POPRAVEK PRENESENE ČISTE IZGUBE IZ PREJŠNJIH LET	 Da	  		  
949	POPRAVEK VREDNOSTI REVALORIZIACIJSKIH REZERV ZA ODLOŽENE OBVEZNOSRI ZA DAVEK	 Da			
95	REZERVE, NASTALE ZARADI VREDNOTENJA PO POŠTENI VREDNOSTI	  			
951	PRESEŽEK IZ PREVREDNOTENJA ZGRADB	Da	  		  
952	PRESEŽEK IZ PREVREDNOTENJA OPREME	Da	  		  
953	PRESEŽEK IZ PREVREDNOTENJA NEOPREDMETENIH SREDSTEV	Da	  		  
954	PRESEŽEK IZ PREVREDNOTENJA DOLGOROČNIH FINANČNIH NALOŽB PO POŠTENI VREDNOSTI	 Da			
955	PRESEŽEK IZ PREVREDNOTENJA KRATKOROČNIH FINANČNIH NALOŽB PO POŠTENI VREDNOSTI	 Da			
956	ZNESEK DOKAZANEGA DOBIČKA ALI DOKAZANE IZGUBE IZ SPREMEMB POŠENE VREDNOSTI FINANČNIH SREDSTEV, RAZPOLOŽLJIVIH ZA PRODAJO, KI NI DEL RAZMERJA PRI VAROVANJU VREDNOSTI	 Da			
957	AKTUARSKI DOBIČKI ALI IZGUBE OD DOLOČENIH ZASLUŽKOV	 Da			
959	POPRAVEK VREDNOSTIREZERV, NASTALIH ZAADI VREDNOTENJA PO POŠTENI VREDNOSTI ZA ODLOŽENE OBVEZNOSTI ZA DAVEK	 Da			
96	REZERVACIJE IN DOLGOROČNE PASIVNE ČASOVNE RAZMEJITVE	  			
960	REZERVACIJE ZA STROŠKE REORGANIZACIJE ORGANIZACIJE	 Da			
961	REZERVACIJE ZA POKRIVANJE PRIHODNJIH STROŠKOV OZIROMA ODHODKOV ZARADI RAZGRADNJE, PONOVNE VZPOSTAVITVE PRVOTNEGA STANJA IN DRUGE PODOBNE REZERVACIJE	 Da			
9610	REZERVACIJE ZA POKRIVANJE PRIHODNJIH STROŠKOV OZIROMA ODHODKOV ZARADI RAZGRADNJE, PONOVNE VZPOSTAVITVE PRVOTNEGA STANJA IN DRUGE PODOBNE REZERVACIJE	 Da			
962	REZERVACIJE ZA KOČLJIVE POGODBE	 Da			
963	REZERVACIJE ZA POKOJNINE, JUBILEJNE NAGRADE IN ODPRAVNINE OB UPOKOJITVI	 Da			
964	REZERVACIJE ZA DANA JAMSTVA	 Da			
9640	REZERVACIJE ZA DANA JAMSTVA	 Da			
965	DRUGE REZERVACIJE IZ NASLOVA DOLGOROČNO VNAPREJ VRAČUNANIH STROŠKOV	 Da			
966	PREJETE DRŽAVNE PODPORE	 Da			
9661	KAPITAL, DOLGOROČNE OBVEZNOSTI (DOLGOVI) IN DOLGOROČNE REZERVACIJE	 Da			
967	PREJETE DONACIJE	 Da			
968	DRUGE DOLGOROČNE PASIVNE ČASOVNE RAZMEJITVE	 Da			
969	DRUGE DOLGOROČNE REZERVACIJE	Da	  		  
97	DOLGOROČNE FINANČNE OBVEZNOSTI				
970	DOLGOROČNA POSOJILA, DOBLJENA PRI ORGANIZACIJE V SKUPINI	 Da			
971	DOLGOROČNA POSOJILA, DOBLJENA PRI PRIDRUŽENIH ORGANIZACIJE	 Da			
972	DOLGOROČNA POSOJILA, DOBLJENA PRI BANKAH INORGANIZACIJE V DRŽAVI	 Da			
9720	POSOJILA, DOBLJENA PRI BANKAH  V DRŽAVI	 Da			
9721	POSOJILA, DOBLJENA PRI DRUŽBAH V DRŽAVI	 Da			
973	DOLGOROČNA POSOJILA, DOBLJENA PRI BANKAH IN ORGANIZACIJE V TUJINI	 Da			
9730	POSOJILA, DOBLJENA PRI BANKAH  V TUJINI	 Da			
974	DOLGOROČNE FINANČNE OBVEZNOSTI V ZVEZI Z OBVEZNICAMI IN MENICAMI	 Da			
975	DOLGOROČNI DOLGOVI IZ FINANČNEGA NAJEMA 	 Da			
9750	DOLGOROČNI DOLGOVI IZ FINANČNEGA NAJEMA 	 Da			
9751	FINANČNI STROŠKI VŠTETI V POGODBENO VREDNOST	 Da			
976	DOLGOROČNE FINANČNE OBVEZNOSTI DO FIZIČNIH OSEB	 Da			
9760	DOLGOROČNE FINANČNE OBVEZNOSTI DO FIZIČNIH OSEB	 Da			
979	DRUGE DOLGOROČNE FINANČNE OBVEZNOSTI	 Da			
9790	DRUGE DOLGOROČNE FINANČNE OBVEZNOSTI	 Da	  		  
98	DOLGOROČNE POSLOVNE OBVEZNOSTI	  			
980	DOLGOROČNI KREDITI, DOBLJENI NA PODLAGI KREDITNIH POGODB ODORGANIZACIJE V SKUPINI	 Da			
981	DOLGOROČNI KREDITI, DOBLJENI NA PODLAGI KREDITNIH POGODB OD PRIDRUŽENIH ORGANIZACIJE IN SKUPAJ OBVLADOVANIH ORGANIZACIJE	 Da			
982	DOLGOROČNI KREDITI, DOBLJENI OD DRUGIH DOMAČIH DOBAVITELJEV	 Da			
983	DOLGOROČNI KREDITI, DOBLJENI OD DRUGIH TUJIH DOBAVITELJEV	 Da			
985	DOLGOROČNE MENIČNE OBVEZNOSTI	 Da			
986	DOLGOROČNI DOBLJENI PREDUJMI IN VARŠČINE	 Da			
9860	DOLGOROČNI DOBLJENI PREDUJMI IN VARŠČINE	 Da			
989	DRUGE DOLGOROČNE POSLOVNE OBVEZNOSTI	 Da			
9890	DRUGE DOLGOROČNE POSLOVNE OBVEZNOSTI	 Da			
99	ZUNAJBILANČNI KONTI	  			
990	NAJETA, IZPOSOJENA IN ZAKUPLJENA (TUJA) SREDSTVA	 Da			
991	MENICE IN DRUGI VREDNOSTNI PAPIRJI, PREJETI ZA ZAVAROVANJE PLAČIL	 Da			
992	BLAGO, PREJETO V KOMISIJSKO IN KONSIGNACIJSKO PRODAJO	 Da			
993	VREDNOTNICE, IZDANE ZA OBRAČUNAVANJE ZNOTRAJ ORGANIZACIJE	 Da			
994	DRUGI AKTIVNI ZUNAJBILANČNI KONTI	 Da			
995	LASTNIKI NAJETIH, IZPOSOJENIH IN ZAKUPLJENIH SREDSTEV	 Da			
996	DOLŽNIKI, KI SO ZAVAROVALI PLAČILA Z MENICAMI IN DRUGIMI VREDNOSTNIMI PAPIRJI	 Da			
997	OBVEZNOSTI IZ BLAGA, PREJETEGA V KOMISIJSKO IN KONSIGNACIJSKO PRODAJO	 Da			
998	NOMINALNA VREDNOST VREDNOTNIC, IZDANIH ZA OBRAČUNAVANJE ZNOTRAJ ORGANIZACIJE	 Da			
999	DRUGI PASIVNI ZUNAJBILANČNI KONTI	 Da			
9999	NEDEFINIRAN				
		  			
