Number	Name	IsActive			
2534	OBVEZNOSTI ZA PRISPEVKE ZA STARŠ. VAR. IZ BRUTO PLAČ	 Da			
254	KRATKOROČNE OBVEZNOSTI ZA DAVKE IZ BRUTO PLAČ IN NADOMESTIL PLAČ	 Da			
2540	OBVEZNOSTI ZA DAVKE IZ KOSMATIH PLAČ IN NADOMESTIL PLAČ	 Da			
255	KRATKOROČNE OBVEZNOSTI ZA DRUGE PREJEMKE IZ DELOVNEGA RAZMERJA	 Da			
2550	OBVEZNOSTI DO ZAPOSLENIH ZA DRUGE PREJEMKE IZ DELOVNEGA RAZMERJA	 Da			
2551	OBVEZNOSTI DO ZAPOSLENIH ZA GOTOVINSKE MATERIALNE STROŠKE	 Da			
2552	KRATKOROČNE OBVEZNOSTI DO ZAPOSLENIH ZA POTNE STROŠKE	 Da			
2553	KRATKOROČNE OBVEZNOSTI DO ZAPOSLENIH ZA NADOMESTILO ZA MALICO	 Da			
2554	KRATKOROČNE OBVEZNOSTI DO ZAPOSLENIH ZA POVRAČILO STROŠKOV PREVOZA NA DELO	 Da			
2555	KRATKOROČNE OBVEZNOSTI DO ŠTIPENDISTOV	 Da			
256	KRATKOROČNE OBVEZNOSTI ZA PRISPEVKE IZ DRUGIH PREJEMKOV IZ DELOVNEGA RAZMERJA, KI SE NE OBRAČUNAVAJO SKUPAJ S PLAČAMI	 Da			
2560	KRATKOROČNE OBVEZNOSTI ZA PRISPEVKE IZ DRUGIH PREJEMKOV IZ DELOVNEGA RAZMERJA, KI SE NE OBRAČUNAVAJO SKUPAJ S PLAČAMI	 Da	  		  
257	KRATKOROČNE OBVEZNOSTI ZA DAVEK IZ DRUGIH PREJEMKOV IZ DELOVNEGA RAZMERJA, KI SE NE OBRAČUNAVAJO SKUPAJ S PLAČAMI	 Da			
2570	OBVEZNOSTI ZA DAVEK IZ DRUGIH PREJEMKOV IZ DELOVNEGA RAZMERJA	 Da			
258	OBVEZNOSTI ZA PRISPEVKE IZPLAČEVALCA	 Da			
26	OBVEZNOSTI DO DRŽAVNIH IN DRUGIH INŠTITUCIJ	  			
260	OBVEZNOSTI ZA OBRAČUNANI DDV	 Da			
2600	DDV-22%	 Da			
2601	DDV-9,5%	 Da			
2602	DDV-SAMOOBDAVČITEV	 Da			
2604	OBVEZNOST ZA DDV V PREDPLAČILIH  22%	 Da	  		  
2605	OBVEZNOST ZA DDV V PREDPLAČILIH  9,5%	 Da	  		  
2608	OBVEZNOST ZA OBRAČUNANI DDV ZA DAVČNO OBDOBJE	 Da			
261	OBVEZNOST ZA PLAČILO RAZLIKE MED OBRAČUNANIM IN VSTOPNIM DDV ZA DAVČNO OBDOBJE	 Da			
262	OBVEZNOSTI ZA DDV, CARINO IN DRUGE DAJATVE OD UVOŽENEGA BLAGA	 Da			
2620	OBVEZNOSTI ZA DDV, CARINO IN DRUGE DAJATVE OD UVOŽENEGA BLAGA	 Da			
2621	OBVEZNOSTI ZA PRISPEVKE	 Da			
2622	OBVEZNOSTI ZA PRISPEVKE SPIZ NA BRUTO PLAČE	 Da			
2623	OBVEZNOSTI ZA PRISPEVKE ZA ZDRAV. ZAVAR. NA BRUTO PLAČE	 Da			
2624	OBVEZNOSTI ZA PRISPEVKE ZA ZAV. NESR. PRI DELU NA BRUTO PLAČE	 Da			
263	OBVEZNOSTI ZA PRISPEVKE ZA ZAPOSL. NA BRUTO PLAČE	 Da			
2630	OBVEZNOSTI ZA PRISPEVKE ZA STARŠ. VAR. NA BRUTO PLAČE	 Da			
264	OBVEZNOSTI ZA AKONTACIJO DOHODNINE OD DOHODKA IZ DEJAVNOSTI	 Da			
2640	OBVEZNOSTI ZA AKONTACIJO DOHODNINE OD DOHODKA IZ DEJAVNOSTI	 Da			
265	OBVEZNOSTI ZA DAVEK OD DOHODKOV PRAVNIH OSEB	 Da			
2650	OBVEZNOSTI ZA DAVEK OD DOHODKOV	 Da			
2651	OBVEZNOSTI ZA DAVČNI ODTEGLJAJ	 Da			
2652	PRISPEVKI ZASEBNIKOV - ZA ZAPOSLOVANJE IN ZA PORODNIŠKO VARSTVO	 Da			
2653	PRISPEVKI ZASEBNIKOV - ZA POKOJNINSKO ZAVAROVANJE	 Da			
2654	PRISPEVKI ZASEBNIKOV - ZDRAVSTVENO VARSTVO	 Da			
2655	PRISPEVKI ZASEBNIKOV - ČLANARINA	 Da			
2658	KRATKOROČNE OBVEZNOSTI ZA DOHODNINO- DAVČNI ODTEGLJAJ	 Da			
2659	KRATKOROČNE OBVEZNOSTI ZA DOHODNINO IZ AVTORSKEGA HONORARJA	 Da			
26592	KRATKOROČNE OBVEZNOSTI ZA DOHODNINO IZ PODJEMNE POGODBE	 Da			
26593	DRUGE OBVEZNOSTI DO DRŽAVNIH INSTITUCIJ	 Da			
26594	OBVEZNOSTI ZA PRISPEVKE ZA ZDRAVSTVENO ZAVAROVANJE	 Da			
266	DRUGE KRATKOROČNE OBVEZNOSTI DO DRŽAVNIH IN DRUGIH INŠTITUCIJ	 Da			
2660	DRUGE KRATKOROČNE OBVEZNOSTI DO DRŽAVNIH IN DRUGIH INŠTITUCIJ	 Da			
2661	DRUGE KRATKOROČNE OBVEZNOSTI DO DRŽAVNIH IN DRUGIH INŠTITUCIJ	 Da			
27	KRATKOROČNE FINANČNE OBVEZNOSTI	  			
270	KRATKOROČNA POSOJILA, DOBLJENA PRI DRUŽBAH V SKUPINI	 Da			
271	KRATKOROČNA POSOJILA, DOBLJENA PRI PRIDRUŽENIH DRUŽBAH IN SKUPAJ OBVLADOVANIH DRUŽBAH	 Da			
272	KRATKOROČNA POSOJILA, DOBLJENA PRI BANKAH IN DRUŽBAH V DRŽAVI	 Da			
2720	KRATKOROČNA POSOJILA, DOBLJENA PRI BANKAH IN DRUŽBAH V DRŽAVI	 Da			
2721	KRATKOROČNA POSOJILA, DOBLJENA PRI BANKAH IN DRUŽBAH V DRŽAVI	 Da			
273	KRATKOROČNA POSOJILA, DOBLJENA PRI BANKAH IN DRUŽBAH V TUJINI	 Da			
2731	KRATKOROČNA POSOJILA, DOBLJENA PRI BANKAH IN DRUŽBAH V TUJINI	 Da			
274	KRATKOROČNE FINANČNE OBVEZNOSTI V ZVEZI Z OBVEZNICAMI	 Da			
275	KRATKOROČNE OBVEZNOSTI V ZVEZI Z RAZDELITVIJO POSLOVNEGA IZIDA	 Da			
2750	KRATKOROČNE OBVEZNOSTI V ZVEZI Z RAZDELITVIJO POSLOVNEGA IZIDA	 Da			
276	KRATKOROČNA POSOJILA DOBLJENA PRI FIZIČNIH OSEBAH	 Da			
2760	KRATKOROČNA POSOJILA DOBLJENA PRI FIZIČNIH OSEBAH	 Da			
277	KRATKOROČNE OBVEZNOSTI V ZVEZI Z RAZDELITVIJO POSLOVNEGA IZIDA	 Da			
2770	KRATKOROČNE OBVEZNOSTI V ZVEZI Z RAZDELITVIJO POSLOVNEGA IZIDA	 Da			
278	OBVEZNOSTI IZ VPLAČILA KAPITALA DO VPISA V SODNI REGISTER	 Da			
279	DRUGE KRATKOROČNE FINANČNE OBVEZNOSTI	 Da			
28	DRUGE KRATKOROČNE OBVEZNOSTI	  			
280	KRATKOROČNE OBVEZNOSTI ZA OBRESTI	 Da			
2800	KRATKOROČNE OBVEZNOSTI ZA OBRESTI	 Da			
281	KRATKOROČNE MENIČNE OBVEZNOSTI	 Da			
282	KRATKOROČNE OBVEZNOSTI NA PODLAGI ODTEGLJAJEV OD PLAČ IN NADOMESTIL PLAČ ZAPOSLENCEM	 Da			
2820	KRATKOROČNE OBVEZNOSTI NA PODLAGI ODTEGLJAJEV OD PLAČ IN NADOMESTIL PLAČ ZAPOSLENCEM	 Da			
285	OSTALE KRATKOROČNE POSLOVNE OBVEZNOSTI	 Da			
2850	OBVEZNOST ZA IZPLAČILO AVTORSKIH HONORARJEV	 Da			
2851	OBVEZNOST ZA IZPLAČILO NAJEMNINE	 Da			
2852	OBVEZNOST ZA IZPLAČILO PRILOŽNOSTNIH DEL PO POGODBI	 Da			
2853	KRATKOROČNE OBVEZNOSTI ZA IZPLAČILO PODJEMNIH POGODB	 Da			
2854	KRATKOROČNE OBVEZNOSTI ZA IPLAČILO AVTORSKEGA HONORARJA	 Da			
2855	OBVEZNOST ZA KRATKOROČNO ZALOŽENA SREDSTVA	 Da	  		  
29	KRATKOROČNE PASIVNE ČASOVNE RAZMEJITVE	  			
290	VNAPREJ VRAČUNANI STROŠKI OZIROMA ODHODKI	 Da			
291	KRATKOROČNO ODLOŽENI PRIHODKI	 Da			
2910	KRATKOROČNO ODLOŽENI PRIHODKI	 Da			
295	DDV OD DANIH PREDUJMOV	 Da			
2950	DDV OD DANIH PREDUJMOV	 Da			
2951	DDV OD DANIH PREDUJMOV	 Da			
3	ZALOGE SUROVIN IN MATERIALA	  			
30	OBRAČUN NABAVE SUROVIN IN MATERIALA (TUDI DROBNEGA INVENTARJA IN EMBALAŽE)	  			
300	VREDNOST SUROVIN IN MATERIALA PO OBRAČUNIH DOBAVITELJEV	 Da			
3000	VREDNOST SUROVIN IN MATERIALA PO OBRAČUNIH DOBAVITELJEV	 Da	  		  
301	ODVISNI STROŠKI NABAVE SUROVIN IN MATERIALA	 Da			
3010	ODVISNI STROŠKI NABAVE SUROVIN IN MATERIALA	 Da	  		  
302	CARINA IN DRUGE UVOZNE DAVŠČINE OD SUROVIN IN MATERIALA	 Da			
3020	CARINA IN DRUGE UVOZNE DAVŠČINE OD SUROVIN IN MATERIALA	 Da	  		  
303	DDV IN DRUGE DAVŠČINE OD SUROVIN IN MATERIALA	 Da			
309	OBRAČUN NABAVE SUROVIN IN MATERIALA	 Da			
31	ZALOGE SUROVIN IN MATERIALA	  			
310	ZALOGE SUROVIN IN MATERIALA V SKLADIŠČU	 Da			
3100	ZALOGE SUROVIN IN MATERIALA V SKLADIŠČU	 Da			
311	ZALOGE SUROVIN IN MATERIALA V TUJEM SKLADIŠČU	 Da			
312	ZALOGE SUROVIN IN MATERIALA NA POTI	 Da			
316	ZALOGE SUROVIN IN MATERIALA V DODELAVI IN PREDELAVI	 Da			
319	ODMIKI OD CEN ZALOG SUROVIN IN MATERIALA	 Da			
32	ZALOGE DROBNEGA INVENTARJA IN EMBALAŽE	  			
320	ZALOGE DROBNEGA INVENTARJA IN EMBALAŽE V SKLADIŠČU	 Da			
3200	ZALOGE DROBNEGA INVENTARJA IN EMBALAŽE V SKLADIŠČU	 Da			
321	ZALOGE DROBNEGA INVENTARJA IN EMBALAŽE, DANE V UPORABO	 Da			
3210	ZALOGE DROBNEGA INVENTARJA IN EMBALAŽE, DANE V UPORABO	 Da			
329	ODMIKI OD CEN DROBNEGA INVENTARJA IN EMBALAŽE	 Da			
4	STROŠKI	  			
40	STROŠKI MATERIALA	  			
400	STROŠKI MATERIALA	 Da			
4000	STROŠKI MATERIALA	 Da			
4001	STROŠKI MATERIALA LASTNA PORABA	 Da	  		  
401	STROŠKI POMOŽNEGA MATERIALA	 Da			
4010	STROŠKI POMOŽNEGA MATERIALA	 Da			
402	STROŠKI ENERGIJE	 Da			
4020	STROŠKI ELEKTR. ENERGIJE	 Da			
4021	GORIVO	 Da			
4022	VODA	 Da			
4023	STROŠEK KURILNEGA OLJA	 Da			
403	STROŠKI NADOMESTNIH DELOV ZA OSNOVNA SREDSTVA IN MATERIALA ZA VZDRŽEVANJE OSNOVNIH SREDSTEV	 Da			
4030	STROŠKI NADOMESTNIH DELOV ZA OSNOVNA SREDSTVA IN MATERIALA ZA VZDRŽEVANJE OSNOVNIH SREDSTEV	 Da			
404	ODPIS DROBNEGA INVENTARJA IN EMBALAŽE	 Da			
4040	STROŠEK ODPISA DROBNEGA INVENTARJA IN EMBALAŽE	 Da			
405	USKLADITEV STROŠKOV MATERIALA IN DROBNEGA INVENTARJA ZARADI UGOTOVLJENIH POPISNIH RAZLIK	 Da			
4050	USKLADITEV STROŠKOV MATERIALA IN DROBNEGA INVENTARJA ZARADI UGOTOVLJENIH POPISNIH RAZLIK	Da	  		  
406	STROŠKI PISARNIŠKEGA MATERIALA IN STROKOVNE LITERATURE	 Da			
4060	STROŠKI PISARNIŠKEGA MATERIALA	 Da			
4061	STROŠEK STROKOVNE LITERATURE IN PUBLIKACIJ	 Da			
407	DRUGI STROŠKI MATERIALA	 Da			
4070	STROŠEK DRUGEGA MATERIALA	 Da			
41	STROŠKI STORITEV	  			
410	STROŠKI STORITEV PRI PROIZVAJANJU PROIZVODOV IN OPRAVLJANJU STORITEV	 Da			
4100	STROŠKI STORITEV PRI PROIZVAJANJU PROIZVODOV IN OPRAVLJANJU STORITEV	 Da			
411	STROŠKI TRANSPORTNIH STORITEV	 Da			
4111	STROŠKI PREVOZNIH STORITEV	Da	  		  
4110	STROŠKI CESTNIN,PARKIRNIN	 Da			
412	STROŠKI STORITEV V ZVEZI Z VZDRŽEVANJEM OPREDMETENIH OSNOVNIH SREDSTEV	 Da			
4120	STROŠKI STORITEV V ZVEZI Z VZDRŽEVANJEM OPREDMETENIH OSNOVNIH SREDSTEV	 Da			
413	NAJEMNINE	 Da			
4130	NAJEMNINE	 Da			
414	POVRAČILA STROŠKOV ZAPOSLENCEM V ZVEZI Z DELOM	 Da			
4140	POVRAČILA STROŠKOV V ZVEZI Z DELOM(DNEVNICE,ŠOLNINE)	 Da			
4141	STROŠEK KILOMETRINE NA SLUŽBENI POTI	 Da			
4142	STROŠEK DRUGI POVEZAN S SLUŽBENO POTJO	 Da			
4143	STROŠEK PRENOČEVANJA NA SLUŽBENI POTI	 Da			
4144	STROŠEK DNEVNIC ZA ZAPOSLENCE NAPOTENE NA DELO	 Da			
4145	STROŠEK KILOMETRINE ZA ZAPOSLENCE NAPOTENE NA DELO	 Da			
4146	STROŠEK DRUGI POVEZAN Z  NAPOTITVIJO  NA DELO	 Da			
4147	STROŠEK PRENOČEVANJA ZA ZAPOSLENCE NAPOTENE NA DELO	 Da			
4148	STROŠEK DRUGIH POTNIH STROŠKOV	 Da			
415	STROŠKI PLAČILNEGA PROMETA IN BANČNIH STORITEV TER ZAVAROVALNE PREMIJE	 Da			
4150	STROŠKI PLAČILNEGA PROMETA IN BANČNIH STORITEV	 Da			
4151	ZAVAROVALNE PREMIJE	 Da			
4152	STROŠEK BANČNIH STORITEV POVEZAN S PLAČILNIMI KARTICAMI	 Da			
416	STROŠKI INTELEKTUALNIH IN OSEBNIH STORITEV	 Da			
4160	STROŠKI INTELEKTUALNIH IN OSEBNIH STORITEV	 Da			
4161	STROŠEK PRAVNIH IN NOTARSKIH STORITEV	 Da			
4162	STROŠEK IZOBRAŽEVANJA	 Da			
4163	STROŠEK KOMERCIALNIH STORITEV	 Da			
4164	STROŠEK DRUGIH INTELEKTUALNIH STORITEV	 Da			
4165	SVETOVALNE STORITVE	 Da			
4166	STROŠEK ZDRAVSTVENIH STORITEV	 Da			
417	STROŠKI SEJMOV, REKLAME IN REPREZENTANCE	 Da			
4170	STROŠKI REKLAME 	 Da			
4171	STROŠKI REPREZENTANCE	 Da			
4172	STROŠEK DONACIJE IN SPONZORSTVA	 Da			
418	STROŠKI STORITEV FIZIČNIH OSEB, KI NE OPRAVLJAJO DEJAVNOSTI, SKUPAJ Z DAJATVAMI, KI BREMENIJO PODJETJE (STROŠKI PO POGODBAH O DELU, AVTORSKIH POGODBAH, SEJNINE ZAPOSLENCEM IN DRUGIM OSEBAM...)	 Da			
4180	STROŠKI STORITEV FIZIČNIH OSEB, KI NE OPRAVLJAJO DEJAVNOSTI, SKUPAJ Z DAJATVAMI, KI BREMENIJO PODJETJE (STROŠKI PO POGODBAH O DELU, AVTORSKIH POGODBAH, SEJNINE ZAPOSLENCEM IN DRUGIM OSEBAM...)	 Da			
4182	STROŠEK PODJEMNE POGODBE	 Da			
4183	STROŠEK AVTORSKEGA HONORARJA	 Da			
419	STROŠKI DRUGIH STORITEV	 Da			
4190	STROŠKI DRUGIH STORITEV	 Da			
4191	STROŠKI KOMUNALNIH STORTEV	 Da			
4192	STROŠKI TAKS IN ČLANARIN	 Da			
4193	STROŠKI ŠTUDENTSKIH STORITEV	 Da			
4194	STROŠKI POŠTNIH STORITEV	 Da			
4195	STROŠKI TELEFONSKIH STORITEV (GSM, TELEKOM, SIOL)	 Da			
4196	STROŠEK VZRŽEVANJA IN POSODOBITEVE RAČUNALNIŠKIH PROGRAMOV	 Da			
4197	STROŠEK IZ NASLOVA LASTNEGA VOZNEGA PARKA	 Da			
4198	STROŠEK KOMUNALE, OGREVANJA, VODE...	 Da			
43	AMORTIZACIJA	  			
430	AMORTIZACIJA NEOPREDMETENIH SREDSTEV	 Da			
4300	AMORTIZACIJA NEOPREDMETENIH SREDSTEV	 Da			
431	AMORTIZACIJA ZGRADB	 Da			
4310	STROŠEK AMORTIZACIJA ZGRADB	 Da			
432	AMORTIZACIJA OPREME IN NADOMESTNIH DELOV	 Da			
4320	AMORTIZACIJA OPREME IN NADOMESTNIH DELOV	 Da			
433	AMORTIZACIJA DROBNEGA INVENTARJA	 Da			
4330	STROŠEK AMORTIZACIJA DROBNEGA INVENTARJA	 Da			
434	AMORTIZACIJA DRUGIH OPREDMETENIH OSNOVNIH SREDSTEV	 Da			
4340	STROŠEK AMORTIZACIJE DRUGIH OPREDMETENIH OSNOVNIH SREDSTEV	 Da			
435	AMORTIZACIJA NALOŽBENIH NEPREMIČNIN	 Da			
4350	STROŠEK AMORTIZACIJE NALOŽBENIH NEPREMIČNIN	 Da			
436	AMORTIZACIJA BIOLOŠKIH SREDSTEV	 Da			
44	REZERVACIJE	  			
440	REZERVACIJE ZA STROŠKE REORGANIZACIJE PODJETJA	 Da			
441	REZERVACIJE ZA DANA JAMSTVA	 Da			
4410	STROŠEK REZERVACIJ ZA DANA JAMSTVA	 Da			
442	REZERVACIJE ZA KOČLJIVE POGODBE	 Da			
443	REZERVACIJE ZA POKOJNINE, JUBILEJNE NAGRADE IN ODPRAVNINE OB UPOKOJITVI	 Da			
449	REZERVACIJE ZA POKRIVANJE DRUGIH OBVEZNOSTI IZ PRETEKLEGA POSLOVANJA	 Da			
45	STROŠKI OBRESTI	  			
450	STROŠKI OBRESTI	 Da			
4500	STROŠKI OBRESTI	 Da			
47	STROŠKI DELA	  			
470	PLAČE ZAPOSLENCEV	 Da			
4700	PLAČE ZAPOSLENCEV	 Da			
471	NADOMESTILA PLAČ ZAPOSLENCEV	 Da			
472	STROŠKI DODATNEGA POKOJNINSKEGA ZAVAROVANJA ZAPOSLENCEV	 Da			
4720	STROŠEK DODATNEGA POKOJNINSKEGA ZAVAROVANJA ZAPOSLENCEV	 Da			
473	REGRES ZA LETNI DOPUST,BONITETE, POVRAČILA (ZA PREVOZ NA DELO IN Z NJEGA, ZA PREHRANO, ZA LOČENO ŽIVLJENJE) IN DRUGI PREJEMKI ZAPOSLENCEV	 Da			
4730	REGRES ZA LETNI DOPUST,BONITETE, POVRAČILA (ZA PREVOZ NA DELO IN Z NJEGA, ZA PREHRANO, ZA LOČENO ŽIVLJENJE) IN DRUGI PREJEMKI ZAPOSLENCEV	 Da			
4731	STROŠEK PREVOZA NA DELO	 Da			
4732	PREHRANA - ZAVAROVALNA PODLAGA 040	 Da			
4733	PREVOZ - ZAVAROVALNA PODLAGA 040	 Da			
4734	STROŠEK ODPRAVNINE	 Da			
4735	PLAČA - ZAVAROVALNA PODLAGA 040	Da	  		  
474	DELODAJALČEVI PRISPEVKI OD PLAČ, NADOMESTIL PLAČ, BONITET, POVRAČIL IN DRUGIH PREJEMKOV ZAPOSLENCEV	 Da			
4740	DELODAJALČEVI PRISPEVKI OD PLAČ, NADOMESTIL PLAČ, BONITET, POVRAČIL IN DRUGIH PREJEMKOV ZAPOSLENCEV	 Da			
4741	STROŠEK DELODAJALČEVIH  PRISPEVKOV OD PLAČ  SPIZ	 Da			
4742	STROŠEK PRISPEVKOV NA PLAČE OD  BONITET BREZ PRISPEVKA ZA ZPIZ	 Da			
4743	STROŠEK PRISPEVKOV NA PLAČE OD   BONITET ZA ZPIZ	 Da			
475	DRUGE DELODAJALČEVE DAJATVE OD PLAČ, NADOMESTIL PLAČ, BONITET, POVRAČIL IN DRUGIH PREJEMKOV ZAPOSLENCEV	 Da			
4750	STROŠEK DRUGIH DELODAJALČEVIH DAJATEV OD PLAČ	 Da			
476	NAGRADE VAJENCEM SKUPAJ Z DAJATVAMI, KI BREMENIJO PODJETJE	 Da			
477	STROŠKI POSLOVODSTVA, OBRAČUNANI NA PODLAGI KOT JE DELOVNO RAZMERJE	 Da			
478	DRUGI STRIŠKI DELA	 Da			
479	REZERVACIJE ZA POKOJNINE, JUBILEJNE NAGRADE IN ODPRAVNINE OB UPOKOJITVI	 Da			
48	DRUGI STROŠKI	  			
480	DAJATVE, KI NISO ODVISNE OD STROŠKOV DELA ALI DRUGIH VRST STROŠKOV	 Da			
4800	DAJATVE, KI NISO ODVISNE OD STROŠKOV DELA ALI DRUGIH VRST STROŠKOV	 Da			
4801	STROŠEK UPRAVNIH IN SODNIH TAKS	 Da			
4802	STROŠEK RAZNIH AVTORSKIH PRAVIC	 Da			
4803	STROŠEK DAVKA NA NEPREMIČNINE	 Da			
481	IZDATKI ZA VARSTVO OKOLJA	 Da			
482	NAGRADE DIJAKOM IN ŠTUDENTOM NA DELOVNI PRAKSI SKUPAJ Z DAJATVAMI	 Da			
4820	STROŠEK NAGRADE DIJAKOM IN ŠTUDENTOM NA DELOVNI PRAKSI SKUPAJ Z DAJATVAMI	 Da			
483	ŠTIPENDIJE DIJAKOM IN ŠTUDENTOM	 Da			
4830	STROŠEK ŠTIPENDIJE DIJAKOM IN ŠTUDENTOM	 Da			
4831	STROŠKI ŠTIPENDIJ	 Da			
484	PRISPEVKI ZA SOCIALNO VARNOST S.P. POSAMEZNIKOV	 Da			
4840	PRISPEVKI ZA SOCIALNO VARNOST PODJETNIKA	 Da			
4841	STROŠEK OSTALI PODJETNIKA	 Da			
486	POVRAČILA STROŠKOV S.P. POSAMEZNIKOM	 Da			
4860	POVRAČILA STROŠKOV S.P. POSAMEZNIKOM	 Da			
488	DONACIJE DRUGIM DRUŠTVOM IN PRAVNIM OSEBAM	 Da			
489	OSTALI STROŠKI	 Da			
4890	STROŠEK DAVČNO NEPRIZNAN	 Da			
49	PRENOS STROŠKOV	  			
490	PRENOS STROŠKOV V ZALOGE	 Da			
4900	PRENOS STROŠKOV V ZALOGE	 Da			
491	PRENOS STROŠKOV NEPOSREDNO V ODHODKE	 Da			
4910	PRENOS STROŠKOV NEPOSREDNO V ODHODKE	 Da			
6	ZALOGE PROIZVODOV, STORITEV, BLAGA IN NEKRATKOROČNIH SREDSTEV (SKUPINE ZA ODTUJITEV) ZA PRODAJO	  			
60	NEDOKONČANE PROIZVODNJA IN STORITVE	  			
600	NEDOKONČANA PROIZVODNJA	 Da			
6000	NEDOKONČANA PROIZVODNJA	 Da			
601	NEDOKONČANE STORITVE	 Da			
602	POLIZDELKI	 Da			
604	PROIZVODNJA V DODELAVI IN PREDELAVI	 Da			
609	ODMIKI OD CEN PROIZVODNJE IN STORITEV	 Da			
61	ZALOGE PRIDELKOV (POSPRAVLJENIH) IZ BIOLOŠKIH SREDSTEV	 Da			
610	POSPRAVLJENI PRIDELKI PO POŠTENI VREDNOSTI	 Da			
618	POSPRAVLJENI PRIDELKI PO NABAVNI VREDNOSTI	 Da			
619	ODMIKI OD CEN PRIDELKOV	 Da			
63	PROIZVODI	  			
630	PROIZVODI V LASTNEM SKLADIŠČU	 Da			
631	PROIZVODI V TUJEM SKLADIŠČU	 Da			
632	PROIZVODI NA POTI	 Da			
633	PROIZVODI V LASTNI PRODAJALNI	 Da			
634	VRAČUNANI DDV OD PROIZVODOV V PRODAJALNI	 Da			
635	PROIZVODI V DODELAVI IN PREDELAVI	 Da			
638	BIOLOŠKA SREDSTVA, KI SO ZALOGE	 Da			
639	ODMIKI OD CEN PROIZVODOV	 Da			
65	OBRAČUN NABAVE BLAGA	  			
650	VREDNOST BLAGA PO OBRAČUNIH DOBAVITELJEV	 Da			
6500	VREDNOST BLAGA PO OBRAČUNIH DOBAVITELJEV	 Da			
651	ODVISNI STROŠKI NABAVE BLAGA	 Da			
6510	ODVISNI STROŠKI NABAVE BLAGA	 Da			
652	CARINA IN DRUGE UVOZNE DAVŠČINE OD BLAGA	 Da			
653	DDV IN DRUGE DAVŠČINE OD BLAGA	 Da			
659	OBRAČUN NABAVE BLAGA	 Da			
6590	OBRAČUN NABAVE BLAGA	 Da			
66	ZALOGE BLAGA	  			
660	BLAGO V LASTNEM SKLADIŠČU	 Da			
6600	BLAGO V LASTNEM SKLADIŠČU	 Da			
661	BLAGO V TUJEM SKLADIŠČU	 Da			
662	BLAGO NA POTI	 Da			
6620	BLAGO NA POTI	 Da			
663	BLAGO V LASTNI PRODAJALNI	 Da			
6630	BLAGO V LASTNI PRODAJALNI	 Da			
664	DDV, VRAČUNAN V ZALOGAH BLAGA	 Da			
6640	DDV, VRAČUNAN V ZALOGAH BLAGA	 Da			
669	VRAČUNANA RAZLIKA V CENAH ZALOG BLAGA	 Da			
6690	VRAČUNANA RAZLIKA V CENAH ZALOG BLAGA	 Da			
67	NEKRATKOROČNA SREDSTVA (SKUPINE ZA ODTUJITEV) ZA PRODAJO	  			
670	OPREDMETENA OSNOVNA SREDSTVA, NAMENJENA PRODAJI	 Da			
6700	OPREDMETENA OSNOVNA SREDSTVA, NAMENJENA PRODAJI	 Da			
671	NALOŽBENE NEPREMIČNINE, VREDNOTENE PO MODELU NABAVNE VREDNOSTI, NAMENJENE PRODAJI	 Da			
672	DRUGA NEKRATKOROČNA SREDSTVA. NAMENJENA PRODAJI	 Da			
6720	DRUGA NEKRATKOROČNA SREDSTVA. NAMENJENA PRODAJI	 Da			
7	ODHODKI IN PRIHODKI	  			
70	POSLOVNI ODHODKI (I. RAZLIČICA IZKAZA POSLOVNEGA IZIDA)	  			
700	VREDNOST PRODANIH POSLOVNIH UČINKOV	 Da			
7000	VREDNOST PRODANIH POSLOVNIH UČINKOV	 Da			
701	VREDNOST USREDSTVENIH LASTNIH PROIZVODOV IN STORITEV	 Da			
7010	VREDNOST USREDSTVENIH LASTNIH PROIZVODOV IN STORITEV	 Da			
702	NABAVNA VREDNOST PRODANIH MATERIALA IN BLAGA	 Da			
7020	NABAVNA VREDNOST PRODANIH MATERIALA IN BLAGA	 Da			
703	DRUGI POSLOVNI ODHODKI	 Da			
704	ODHODKI IZ VREDNOTENJA BIOLOŠKIH STREDSTEV IN POSPRAVITEV KMETIJSKIH PRIDELKOV	 Da			
71	POSLOVNI ODHODKI (II. RAZLIČICA IZKAZA POSLOVNEGA IZIDA)	  			
710	VREDNOST PRODANIH POSLOVNIH UČINKOV	 Da			
711	NABAVNA VREDNOST PRODANIH MATERIALA IN BLAGA	 Da			
7110	NABAVNA VREDNOST PRODANIH MATERIALA IN BLAGA	 Da			
712	STROŠKI PRODAJANJA	 Da			
713	STROŠKI SPLOŠNIH DEJAVNOSTI (NABAVE IN UPRAVE)	 Da			
714	DRUGI STROŠKI, KI SE NE ZADRŽUJEJO V ZALOGAH	 Da			
72	PREVREDNOTOVALNI POSLOVNI ODHODKI	  			
720	PREVREDNOTOVALNI POSLOVNI ODHODKI V ZVEZI Z NEOPREDMETENIMI SREDSTVI IN OPREDMETENIMI OSNOVNIMI SREDSTVI	 Da			
7200	PREVREDNOTOVALNI POSLOVNI ODHODKI V ZVEZI Z NEOPREDMETENIMI SREDSTVI IN OPREDMETENIMI OSNOVNIMI SREDSTVI	 Da			
721	PREVREDNOTOVALNI POSLOVNI ODHODKI V ZVEZI Z KRATKOROČNIMI SREDSTVI, RAZEN FINANČNIH NALOŽB IN NALOŽBENIH NEPREMIČNIN	 Da			
